,created_in_file,last_appeared_in_file,created_in_line,last_appeared_in_line,created_in_commit,deleted_in_commit,created_at_date,deleted_at_date,content,deleted_in_lines,created_in_lines,updated_in_commits
30,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,228,191,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
31,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,236,199,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
32,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,244,207,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
33,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,252,215,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
34,src/experimental/org/apache/commons/math/function/EvaluationException.java,src/experimental/org/apache/commons/math/function/EvaluationException.java,69,34,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
35,src/experimental/org/apache/commons/math/function/EvaluationException.java,src/experimental/org/apache/commons/math/function/EvaluationException.java,77,42,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
36,src/experimental/org/apache/commons/math/function/EvaluationException.java,src/experimental/org/apache/commons/math/function/EvaluationException.java,86,51,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
37,src/experimental/org/apache/commons/math/function/EvaluationException.java,src/experimental/org/apache/commons/math/function/EvaluationException.java,94,59,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
38,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,264,263,a4c605d8a63ee8a6c0f71aefa435e10ec79b7f0e,e389289e779612c5930d7c292bbbc94027695ae5,2003-06-25 01:35:46+00:00,2003-11-01 16:09:22+00:00,//FIXME: textbook example reported t stat uses pooled variance,,,
39,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,263,215,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,e9c7ed28a6d0039279573680f730fbeb8066d061,2003-11-14 22:25:28+00:00,2004-03-07 21:55:18+00:00,"//FIXME: textbook example reported t stat uses pooled variance
//FIXME: textbook example reported t stat uses pooled variance
//FIXME: textbook example reported t stat uses pooled variance","[331, 355]","[453, 215]","['0718895962e9d43858cbbe49cd592b5e2d0920c9', 'bd460b62fbb84d43cb0678751ec0e56bdee1d0de']"
40,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,149,157,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-15 16:01:42+00:00,2004-03-07 20:47:06+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[149],[195],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
41,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,152,160,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-15 16:01:42+00:00,2004-03-07 20:47:06+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[152],[198],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
42,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,176,230,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[176],[230],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
43,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,179,233,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[179],[233],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
44,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,201,258,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[201],[258],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
45,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,204,261,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[204],[261],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
46,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,232,294,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[232],[294],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
47,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,235,297,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[235],[297],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
48,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,262,348,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[262],[348],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
49,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,265,351,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[265],[351],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
50,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,308,427,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[308],[427],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
51,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,311,430,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[311],[430],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
52,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,322,443,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[322],[443],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
53,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,325,446,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[325],[446],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
54,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,108,70,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
55,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,129,91,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
56,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,155,117,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
57,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,165,127,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
58,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,284,226,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
59,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,314,246,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
60,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,393,315,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
61,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,403,325,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
62,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,412,334,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
63,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,490,392,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
64,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,499,401,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
65,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,508,410,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
66,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,517,419,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
67,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,526,428,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
68,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,535,437,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
69,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/TestStatisticTest.java,544,446,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
70,src/test/org/apache/commons/math/util/BeanTransformerTest.java,src/test/org/apache/commons/math/util/BeanTransformerTest.java,104,104,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,9267ae3bb27364ebba95cc615c2bf0308e6cb32e,2003-11-15 16:01:42+00:00,2004-02-16 07:04:04+00:00,// TODO Auto-generated catch block,,,
71,src/test/org/apache/commons/math/util/BeanTransformerTest.java,src/test/org/apache/commons/math/util/BeanTransformerTest.java,120,80,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,56d545478a8899fd940e428adf3f827f6f1b347d,2003-11-15 16:01:42+00:00,2004-05-23 00:33:41+00:00,// TODO Auto-generated catch block,,,
72,src/test/org/apache/commons/math/util/BeanTransformerTest.java,src/test/org/apache/commons/math/util/BeanTransformerTest.java,136,136,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,9267ae3bb27364ebba95cc615c2bf0308e6cb32e,2003-11-15 16:01:42+00:00,2004-02-16 07:04:04+00:00,// TODO Auto-generated catch block,,,
73,src/test/org/apache/commons/math/util/BeanTransformerTest.java,src/test/org/apache/commons/math/util/BeanTransformerTest.java,152,96,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,56d545478a8899fd940e428adf3f827f6f1b347d,2003-11-15 16:01:42+00:00,2004-05-23 00:33:41+00:00,// TODO Auto-generated catch block,,,
74,src/mantissa/src/org/spaceroots/mantissa/fitting/F2FP2Iterator.java,src/mantissa/src/org/spaceroots/mantissa/fitting/F2FP2Iterator.java,62,62,05195b77ca8d86fbb4fdd9216f436d8b7f3a57de,cc73bfb42fa86c01e37a1b7021b1ab41e0f0cb63,2006-11-19 21:36:15+00:00,2006-12-19 22:11:07+00:00,// hack the values (to avoid building a new object),,,
75,src/test/org/apache/commons/math/stat/descriptive/SummaryStatisticsAbstractTest.java,src/test/org/apache/commons/math/stat/descriptive/SummaryStatisticsAbstractTest.java,139,137,dc2a102e3c9126f5d4f616a41572e2c62281bf24,d9df34360f3e95f1b5bdda9095888dab7f45d982,2008-01-04 13:49:14+00:00,2008-12-02 02:21:22+00:00,//FiXME: test all other NaN contract specs,,,
