,created_in_file,last_appeared_in_file,lastfile_deleted_in_commit,created_in_line,last_appeared_in_line,created_in_commit,deleted_in_commit,created_at_date,deleted_at_date,content,deleted_in_lines,created_in_lines,updated_in_commits
10,src/java/org/apache/commons/math/FixedDoubleArray.java,src/java/org/apache/commons/math/util/FixedDoubleArray.java,,168,336,d6f7028269df96a72cccf7b72a41b89aaa820e9f,0fd2f5fd11cc138ab373a2bbd29a5c465f12e601,2003-05-17 23:24:21+00:00,2003-07-05 18:13:35+00:00,"// TODO: AH! implemented there is not concept of ""front""
// TODO: AH! implemented there is not concept of ""front""",[168],[172],['437e275a504d5d2de36365419e048ad9a05d83df']
11,src/java/org/apache/commons/math/analysis/CubicSplineFunction.java,src/java/org/apache/commons/math/analysis/CubicSplineFunction.java,,84,91,a235488095cc73e661c1bc817d54f8b7aa12ef39,e389289e779612c5930d7c292bbbc94027695ae5,2003-06-25 01:29:18+00:00,2003-11-01 16:09:22+00:00,"// TODO: should copy the arguments here, for safety. This could be a major overhead.",,,
12,src/java/org/apache/commons/math/analysis/CubicSplineFunction.java,src/java/org/apache/commons/math/analysis/CubicSplineFunction.java,,91,54,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,5f543b9e930b56844f5a5627f9ed24242509d154,2003-11-14 22:25:28+00:00,2004-04-02 21:39:21+00:00,"// TODO: should copy the arguments here, for safety. This could be a major overhead.",,,
13,src/java/org/apache/commons/math/BeanListUnivariateImpl.java,src/test/org/apache/commons/math/stat/BeanListUnivariateImpl.java,,128,126,c9fc45757a05ff6816ce8e1baa46fe62d6a0f5ae,7c808d90714c6b80d902f7b50d2a1dafb65ddf11,2003-05-29 19:41:32+00:00,2003-07-09 21:46:33+00:00,// TODO: We could use a better strategy for error handling,,,
14,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,69,32,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
15,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,76,39,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
16,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,84,47,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
17,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,92,55,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
18,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,100,63,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
19,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,108,71,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
20,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,116,79,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
21,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,124,87,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
22,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,132,95,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
23,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,140,103,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
24,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,148,111,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
25,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,156,119,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
26,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,164,127,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
27,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,177,140,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
28,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,212,175,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
29,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,220,183,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
30,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,228,191,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
31,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,236,199,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
32,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,244,207,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
33,src/experimental/org/apache/commons/math/function/DefaultContext.java,src/experimental/org/apache/commons/math/function/DefaultContext.java,,252,215,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated method stub,,,
34,src/experimental/org/apache/commons/math/function/EvaluationException.java,src/experimental/org/apache/commons/math/function/EvaluationException.java,,69,34,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
35,src/experimental/org/apache/commons/math/function/EvaluationException.java,src/experimental/org/apache/commons/math/function/EvaluationException.java,,77,42,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
36,src/experimental/org/apache/commons/math/function/EvaluationException.java,src/experimental/org/apache/commons/math/function/EvaluationException.java,,86,51,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
37,src/experimental/org/apache/commons/math/function/EvaluationException.java,src/experimental/org/apache/commons/math/function/EvaluationException.java,,94,59,4683ebbf939a0f49f919b2166be963c88f535bf9,b24f72809bfdc17ac7e9dd4114208f36b319ea80,2003-11-20 04:22:17+00:00,2010-03-27 20:00:19+00:00,// TODO Auto-generated constructor stub,,,
38,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,264,263,a4c605d8a63ee8a6c0f71aefa435e10ec79b7f0e,e389289e779612c5930d7c292bbbc94027695ae5,2003-06-25 01:35:46+00:00,2003-11-01 16:09:22+00:00,//FIXME: textbook example reported t stat uses pooled variance,,,
39,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,263,215,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,e9c7ed28a6d0039279573680f730fbeb8066d061,2003-11-14 22:25:28+00:00,2004-03-07 21:55:18+00:00,"//FIXME: textbook example reported t stat uses pooled variance
//FIXME: textbook example reported t stat uses pooled variance
//FIXME: textbook example reported t stat uses pooled variance","[331, 355]","[453, 215]","['0718895962e9d43858cbbe49cd592b5e2d0920c9', 'bd460b62fbb84d43cb0678751ec0e56bdee1d0de']"
40,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,149,157,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-15 16:01:42+00:00,2004-03-07 20:47:06+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[149],[195],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
41,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,152,160,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-15 16:01:42+00:00,2004-03-07 20:47:06+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[152],[198],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
42,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,176,230,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[176],[230],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
43,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,179,233,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[179],[233],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
44,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,201,258,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[201],[258],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
45,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,204,261,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[204],[261],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
46,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,232,294,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[232],[294],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
47,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,235,297,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[235],[297],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
48,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,262,348,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[262],[348],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
49,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,265,351,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[265],[351],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
50,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,308,427,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[308],[427],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
51,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,311,430,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[311],[430],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
52,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,322,443,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[322],[443],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
53,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,325,446,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,1b96f28e41ecb466a42e5a86c6bcdd97c510e0bb,2003-11-15 16:01:42+00:00,2004-01-25 21:30:41+00:00,"// TODO Auto-generated catch block
// TODO Auto-generated catch block",[325],[446],['0718895962e9d43858cbbe49cd592b5e2d0920c9']
54,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,108,70,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
55,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,129,91,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
56,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,155,117,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
57,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,165,127,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
58,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,284,226,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
59,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,314,246,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
60,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,393,315,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
61,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,403,325,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
62,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,412,334,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
63,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,490,392,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
64,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,499,401,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
65,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,508,410,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
66,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,517,419,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
67,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,526,428,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
68,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,535,437,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
69,src/test/org/apache/commons/math/stat/TestStatisticTest.java,src/test/org/apache/commons/math/stat/inference/TestStatisticTest.java,,544,446,0718895962e9d43858cbbe49cd592b5e2d0920c9,bd460b62fbb84d43cb0678751ec0e56bdee1d0de,2003-11-19 03:22:54+00:00,2004-03-07 20:47:06+00:00,// TODO Auto-generated catch block,,,
70,src/test/org/apache/commons/math/util/BeanTransformerTest.java,src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,,104,104,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,9267ae3bb27364ebba95cc615c2bf0308e6cb32e,2003-11-15 16:01:42+00:00,2004-02-16 07:04:04+00:00,// TODO Auto-generated catch block,,,
71,src/test/org/apache/commons/math/util/BeanTransformerTest.java,src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,,120,80,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,56d545478a8899fd940e428adf3f827f6f1b347d,2003-11-15 16:01:42+00:00,2004-05-23 00:33:41+00:00,// TODO Auto-generated catch block,,,
72,src/test/org/apache/commons/math/util/BeanTransformerTest.java,src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,,136,136,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,9267ae3bb27364ebba95cc615c2bf0308e6cb32e,2003-11-15 16:01:42+00:00,2004-02-16 07:04:04+00:00,// TODO Auto-generated catch block,,,
73,src/test/org/apache/commons/math/util/BeanTransformerTest.java,src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,,152,96,e5833affa168b6e168d31bd24a2acbdf75f2d7ce,56d545478a8899fd940e428adf3f827f6f1b347d,2003-11-15 16:01:42+00:00,2004-05-23 00:33:41+00:00,// TODO Auto-generated catch block,,,
74,src/mantissa/src/org/spaceroots/mantissa/fitting/F2FP2Iterator.java,src/mantissa/src/org/spaceroots/mantissa/fitting/F2FP2Iterator.java,,62,62,05195b77ca8d86fbb4fdd9216f436d8b7f3a57de,cc73bfb42fa86c01e37a1b7021b1ab41e0f0cb63,2006-11-19 21:36:15+00:00,2006-12-19 22:11:07+00:00,// hack the values (to avoid building a new object),,,
